y,x,I0,bg,y_err,x_err,I0_err,bg_err,H_det,error_flag,snr,rmse,n_iter,y_detect,x_detect,frame,loc_idx,trajectory,subproblem_n_traj,subproblem_n_locs
105.57489644776672,54.27081323693827,134.90527053858108,2.322982375184976,0.1609569601543395,0.16092781904522718,12.55325616655812,0.2588804212760971,0.004580811828179386,0.0,242.64803852065924,1.8733753035878036,10.0,106.0,54.0,3,26,21,1,1
97.54403659289517,102.53958903198348,53.18068438520908,2.6685571775269916,0.32974366456789933,0.3296685450882204,10.159017539194636,0.20913717093783482,0.03447955178658386,0.0,30.86475143998493,1.5133357918240735,10.0,97.0,103.0,3,27,28,0,1
76.67979418896698,35.3134196297239,62.076957714534025,2.8690994385207014,0.31526403020838073,0.31526618064194617,11.310940750887815,0.23303330013814214,0.044308571126779404,0.0,42.74979378402098,1.6851648215779162,10.0,77.0,35.0,3,28,18,1,1
57.82002517026219,94.97980656520795,86.17770583468857,2.9433912694899975,0.2676788985215577,0.2676661137924786,13.411531762504069,0.2767777477952329,0.045702929914209045,0.0,53.87140409142204,2.002306759457293,10.0,58.0,95.0,3,29,19,2,2
49.91419127042739,82.18644889872434,91.28858590985838,2.539068044749966,0.19936647082737588,0.19937407233504698,10.573953121156134,0.2177323299961404,0.005397918999602539,0.0,188.0029280033491,1.5732556059407177,10.0,50.0,82.0,3,30,20,2,2
41.98068108048196,61.969032257371936,62.0371767252385,3.007602221403017,0.25104255711065193,0.25104278314014683,9.06794649953973,0.1865416055120208,0.007315712727959736,0.0,68.0013442742994,1.3469991340668852,10.0,42.0,62.0,3,31,17,0,1
24.556213261545466,27.851627837549074,53.904910677518124,2.8057181365321706,0.3732312497805513,0.3731215136270191,11.726641976300447,0.2416738174050329,0.1006021228029489,0.0,37.954552352923756,1.7480404013523094,10.0,25.0,28.0,3,32,40,1,1
15.48933144084475,50.94476673966116,61.60669494566003,3.102429528297679,0.2755487775018437,0.2754246257766529,10.214989333184821,0.21029312216422164,0.01715105252820526,0.0,49.908895897996906,1.5203995642598545,10.0,16.0,51.0,3,33,23,0,1
14.945828624608986,50.89442023553659,84.99002083203071,2.9426081786181024,0.22364233765465794,0.22364528740254044,11.032558406091063,0.22724861867698412,0.010137520435908844,0.0,103.12149958864119,1.6421752043726343,10.0,15.0,51.0,4,34,23,1,1
23.022775899716763,33.94877850659274,76.80950572087318,2.168076725899138,0.23230833441050236,0.23230900376537253,10.33542792131949,0.21278564539751504,0.009075871110902203,0.0,84.72838586171049,1.5371918923857681,10.0,23.0,34.0,4,35,40,1,1
32.90596988286015,93.95607857225659,166.76004291705968,2.398890141990704,0.1598364120545037,0.15983489506389373,15.346417386802331,0.31729011031271204,0.010017093768545579,0.0,297.66154006882215,2.297527635988557,10.0,33.0,94.0,4,36,22,0,1
54.731189466187516,93.43794011670855,94.58697867645209,2.765870732383087,0.21939014751964994,0.21943471410080745,12.052309738029384,0.2484493131926074,0.013428909172855153,0.0,173.8885983223766,1.7975405186654605,10.0,55.0,93.0,4,37,26,2,1
97.64462623852832,99.99001472909123,82.57186699351551,2.471181369844745,0.23514581589123745,0.23510119175377384,11.25019682875758,0.23177009050175046,0.013407130069107298,0.0,95.26668601542364,1.6755698336712577,10.0,98.0,100.0,4,38,28,1,1
98.96665929295104,60.88324640190973,84.05549646348156,2.236619533666203,0.22207712863117093,0.2229616017748907,10.766905939993874,0.22175913645103304,0.009088104607966704,0.0,133.49652610534474,1.6096031430423274,10.0,99.0,62.0,4,39,24,1,2
105.12082150496217,54.39494482376179,128.61034541583257,2.002834887513092,0.16644132407451234,0.1664787373355863,12.386547614306908,0.2554058978629436,0.004964372856581503,0.0,221.24285965650157,1.847610295700531,10.0,105.0,54.0,4,40,25,1,2
97.71161051127285,99.12462161676125,72.35098066178585,2.44561096084143,0.2364984180841844,0.2364743754879583,9.965016054430688,0.2051107604699881,0.008421337195801529,0.0,91.09589881199213,1.481992692122216,10.0,98.0,99.0,5,41,28,1,1
53.49580799127123,93.54240570305112,99.90788568792495,2.456721011902435,0.178730017842914,0.17871492905054512,10.299324730056297,0.2120441634548776,0.0031441078936959026,0.0,148.10602088917904,1.5340478826660715,10.0,54.0,94.0,5,42,29,1,2
63.141939711676386,58.21643208466211,71.58060439194641,2.95486337772598,0.27069740470942805,0.27070831225484226,11.14664147942425,0.22961832647781058,0.022688226745521255,0.0,36.008766270539674,1.6596466876639342,10.0,63.0,58.0,5,43,27,0,1
25.24072636341187,36.68265270306633,73.70883328822157,2.1691893120340584,0.26134729028335085,0.2613648547637242,11.206874727096533,0.23087070072922233,0.020156306475953015,0.0,61.42629859869772,1.669180370719702,10.0,25.0,37.0,5,44,40,1,1
49.95161188294142,85.71984255087334,132.34371935620754,2.70615230636541,0.17154032630123928,0.1715593018326881,13.064976854148183,0.26954551091589113,0.006939499629540949,0.0,187.6477090375906,1.949937336730313,10.0,50.0,86.0,5,45,30,1,2
26.499656207176326,34.92860139361464,56.00371601354207,1.832115624638369,0.2581990108073039,0.258091323654224,8.386173173113079,0.17245278853343607,0.005985886524322627,0.0,45.12093348678832,1.246015313716342,10.0,27.0,35.0,6,46,40,1,1
77.09395050326188,35.85278713258465,47.089558830239,2.935120799208035,0.3710361099392311,0.3710443049725536,10.283935704341955,0.21171858816301845,0.05789740671744645,0.0,22.151487291811094,1.5295799540125,10.0,77.0,36.0,6,47,32,0,1
96.4198970591055,64.37449831219145,95.54891383886874,2.6338500744392896,0.19512845729801465,0.19511627744078427,10.784379432885917,0.22210231853161402,0.005370366633302917,0.0,110.9828508534703,1.6063687900793655,10.0,96.0,64.0,6,48,33,0,1
113.7886501202423,90.09994349607453,70.4567488468848,2.3193594671607105,0.25675617033219184,0.2567431224388923,10.439744914692383,0.21494925708362947,0.014104185139447408,0.0,66.72665914081772,1.5531344773502906,10.0,114.0,90.0,6,49,31,0,1
30.80032348118197,32.683868505654246,58.84722482743954,2.0291358685667524,0.2513988160939156,0.2514207798727806,8.637073954462556,0.17763544497189154,0.006057015558583514,0.0,57.937746519828835,1.2830544418546501,10.0,31.0,33.0,7,50,40,1,1
56.300924354720166,86.38229366591716,75.72163903347955,2.8303661736336543,0.250219149742583,0.2501383288085354,11.090484806487954,0.22846701597748734,0.016305105867565596,0.0,91.28301181576741,1.6557101047555276,10.0,57.0,87.0,7,51,35,0,1
76.11006209924321,35.59805213779226,58.78067150292549,2.6831693463904154,0.290104917919446,0.2901716534395198,9.983211959872303,0.20548870492805726,0.019228693233111785,0.0,42.83005092032931,1.4850548915770585,10.0,76.0,36.0,7,52,32,1,1
94.83003287507108,59.05712948854034,84.79552761278397,2.5196869602319234,0.24712616016707004,0.24711730738803275,12.278700988723918,0.2531572020213028,0.023258055055057035,0.0,70.49840219091182,1.830444693304263,10.0,95.0,59.0,7,53,33,1,1
103.8336418790157,99.0900711851322,125.58172209421043,1.4538658195580096,0.15722921281118088,0.1572245172757932,11.445893774888308,0.23583438685708566,0.0028719267219208962,0.0,219.28222246746833,1.7046206180999828,10.0,104.0,99.0,7,54,36,0,1
66.53619030228748,95.365946659211,57.0394764513582,3.030088476745709,0.3101487783942384,0.3102729180625618,10.281031357796044,0.2116672918906314,0.02836050214458864,0.0,36.14925348062349,1.532036265821126,10.0,67.0,96.0,8,55,34,0,1
32.829283482621165,32.68175545862369,65.07574640515881,2.0249441525473113,0.28275030670640705,0.2827810621970897,10.748793633768083,0.22136083168332205,0.023344597298882393,0.0,76.34666106360235,1.6000254737188233,10.0,33.0,33.0,8,56,40,1,1
54.78084471252848,81.55522981179958,830.6343340599313,-4.928069468972713,0.18779904744212578,0.18765234594865154,72.11632660700784,1.9291928031444088,19.030021006139265,1.0,4477.928233288624,15.45119553642954,10.0,54.0,81.0,8,57,35,1,1
110.04697854439668,90.14205009645197,58.57278492965467,2.757393864193305,0.27037683878387425,0.270383885754667,9.217640501371138,0.1896381363695199,0.010514466996649067,0.0,49.72986196033009,1.3695162664992657,10.0,110.0,90.0,8,58,36,1,1
40.77857849621302,62.28349298880562,54.27928783667895,2.512212716366494,0.3057214512442961,0.30573445785459413,9.617532170608314,0.19791502738880937,0.02039935255512672,0.0,39.646271239747904,1.4299499103852216,10.0,41.0,62.0,9,59,38,0,1
30.77014283252874,36.34418385949235,63.559890817212455,2.273785382576752,0.3362925679303247,0.33632963202926885,12.392731812605527,0.255534619938429,0.08288122722812859,0.0,29.34242010710669,1.8485313815378848,10.0,31.0,36.0,9,60,40,1,1
36.149649963048944,34.908995147513394,76.66405303788578,1.566354989190415,0.20022929578070775,0.20022511195249637,8.943976113054418,0.1839783579962561,0.002801738602549438,0.0,120.50099404033503,1.3285589523415473,10.0,36.0,35.0,10,61,40,1,1
41.38826070855025,62.8640187544613,80.37513245158542,2.2998777339060132,0.20506920808127554,0.20502636210656586,9.546354376533964,0.19644214491768483,0.0040072407459138485,0.0,119.02792297275306,1.4194592293562744,10.0,41.0,63.0,10,62,38,1,1
100.88971553149467,52.052969951257495,83.33847791042074,2.3964638463146564,0.2307559130428073,0.2307529133849122,11.134896619150528,0.22937355999989437,0.011924618595335997,0.0,120.31357544694674,1.6575997666163638,10.0,101.0,52.0,10,63,37,0,1
102.06175403387519,92.50730338767737,112.06431178337034,2.0135570607304714,0.1732158973109033,0.17329229248933592,11.318563125469508,0.23319290518508137,0.00405391965169613,0.0,164.12847666457444,1.686672814963616,10.0,102.0,92.0,10,64,42,0,1
103.00640441543142,92.50044189577578,73.4562409213523,2.055713655631587,0.23815361343513108,0.23825267747544016,10.275653928157379,0.21155027166701118,0.00981668443780646,0.0,95.61861787587458,1.5294272763365295,10.0,103.0,93.0,11,65,42,1,1
35.624301103768005,34.12095398677864,58.07262695409675,2.102022916707475,0.28031528523446936,0.2802546868431204,9.507812817471565,0.19564429932202598,0.013764107708406633,0.0,49.171270465758845,1.4136486784552262,10.0,36.0,34.0,11,66,40,1,1
62.78143185938394,75.88875054597018,76.57290798583404,1.9393795981230595,0.24590742230891238,0.24589410750061855,10.987523962146033,0.22631442783352615,0.014578737870846856,0.0,67.35387217818364,1.6356307310403835,10.0,63.0,76.0,11,67,41,0,1
76.72144822894924,36.04905552916774,63.667938599573475,2.0963527903670998,0.23928216952355988,0.23925651329093478,8.876034434700589,0.18257416598550955,0.005542570751146908,0.0,112.85694745529959,1.318583647066964,10.0,77.0,36.0,11,68,39,0,1
98.12981072849794,59.042494353519956,127.86424469285065,2.166937714074433,0.162799419496174,0.16279583462812713,12.066927956795594,0.24874875176892305,0.004083590096764515,0.0,188.01851561993286,1.7983412386413014,10.0,98.0,59.0,12,69,43,0,1
106.48792868007577,96.85727751223665,108.58184142334778,1.535973705958261,0.16560148416627732,0.16553263606149046,10.391176606872522,0.21394577215284924,0.0023971244342454235,0.0,302.0558524767361,1.5469796809807383,10.0,107.0,97.0,12,70,42,1,1
42.40023034536035,63.45851188958379,64.29434088735289,2.044310134855899,0.25184713565867556,0.25176247318829437,9.324565293564977,0.19185767019893216,0.008314249672488724,0.0,45.52449629743892,1.388086903439176,10.0,43.0,63.0,12,71,46,0,1
62.996317813647295,77.60002698475382,86.4963782157568,2.084523794631272,0.24188575246509258,0.24194629955027902,12.20422056938207,0.2516091740973631,0.020858963346193835,0.0,141.40514123952613,1.8199317686570975,10.0,63.0,78.0,12,72,41,1,1
32.12752914007107,76.5990244084547,64.3014866269868,3.5584093005027086,0.32740459690770335,0.3276260761757427,12.262567352122486,0.25282894503888603,0.07154220792862638,0.0,39.10375877605721,1.8301758684157237,10.0,32.0,76.0,13,73,45,0,1
42.76929286608835,63.260624037856545,73.88173311252419,2.25287574120867,0.22513787407298322,0.2251436057587833,9.614095994496756,0.19784383768073632,0.005990424854330162,0.0,61.769620995081986,1.4294160144730514,10.0,43.0,63.0,13,74,46,1,1
99.49704121977965,56.817502208957386,115.55206636345058,2.213511178297324,0.17408355819461913,0.17401774734301179,11.641086465590353,0.23989620009119553,0.004624142823711045,0.0,159.6127365639797,1.735492975476345,10.0,100.0,57.0,13,75,43,1,1
100.64347191332219,102.21220576012016,139.879050601393,1.9187441708848785,0.17714151822597415,0.17711864180188902,14.326846278983103,0.2959184451260822,0.011452124603231117,0.0,236.319804102722,2.1426752746420674,10.0,101.0,102.0,14,76,72,0,1
43.070862107729624,63.06975664536765,77.44839132154704,2.3047984377699273,0.24776643370793802,0.24776624693621402,11.071169792276672,0.2280501971665506,0.01548693560806788,0.0,76.39346223843846,1.647965486166103,10.0,43.0,63.0,14,77,46,1,1
32.32697036409104,76.37542195574983,58.06427083934426,3.2852875197435205,0.3061175328369285,0.306047169400906,10.459016957144373,0.21536175969567373,0.028848023966812946,0.0,31.410501756799896,1.5601363893697742,10.0,33.0,77.0,14,78,45,1,1
42.133290715686144,33.198109823622396,52.861744210498976,2.012313607169892,0.29167935556978725,0.29168853048924587,8.988610173086828,0.18490158220140068,0.01287470282678402,0.0,71.59450332816203,1.3353513244649184,10.0,42.0,33.0,14,79,44,0,1
71.2372876407209,94.5794039465792,125.94290155175516,2.2803678309709148,0.16233929007782447,0.16237144392705588,11.799012668788803,0.24317905597237802,0.003694987806950653,0.0,189.76218007858387,1.7590477255690362,10.0,71.0,95.0,15,80,52,0,1
104.31574891568941,102.8116594950918,60.88764654846548,1.8907064919968157,0.28452414567042494,0.2844946850216091,10.050305024689157,0.20687836508584867,0.018261607759221043,0.0,50.92467901051269,1.4950099081044204,10.0,104.0,103.0,15,81,72,1,1
76.47276209480368,35.765311978030084,54.14270474342467,2.7466422839809392,0.2954508924210076,0.29535900439486384,9.360897150556566,0.192605389167242,0.015965189470196692,0.0,39.95819028476905,1.3921483596855049,10.0,76.0,36.0,16,82,53,0,1
77.20152160504466,63.06721395887867,98.41013712556838,2.941487398397054,0.22520029330738217,0.22518917927404639,12.915722691000871,0.2664314837470623,0.019668399180146578,0.0,136.07955945444297,1.9270544151697993,10.0,77.0,63.0,16,83,47,0,1
71.3496235602146,93.78627629985016,173.19717248530162,1.6990470804739155,0.1397870065825774,0.13977015373617369,13.924349726213093,0.2874969084982683,0.003957845931726339,0.0,484.25423438804927,2.0812373752707476,10.0,71.0,94.0,16,84,52,1,1
109.21701950524788,102.74006297847777,86.17061879190318,1.9821751996240657,0.20272468423875992,0.20273168772150607,10.111766612471133,0.20815148299623518,0.004823642667719568,0.0,148.157853385743,1.504106161411866,10.0,109.0,103.0,16,85,72,1,1
59.18214704616814,61.6547253548531,79.23217133394277,2.4394275663662532,0.22817960665377301,0.2282108716695395,10.501829381119803,0.21623825866993143,0.009019237018818405,0.0,68.60196759462893,1.5629834939150138,10.0,59.0,62.0,16,86,48,0,1
42.51811817439076,63.64173104339673,53.85968961225651,2.7142305732213123,0.34003982469729377,0.3399536202563336,10.554982446603164,0.21734403917316508,0.0454204309890393,0.0,34.98371460062946,1.5720740399174242,10.0,42.0,64.0,16,87,50,0,1
41.13996040696377,32.50478919720266,68.86301871545102,1.7369947850866434,0.26734437131776034,0.26744620502300837,10.62554546353049,0.21880607760554385,0.017836905277433843,0.0,82.76581979067555,1.5821669265936196,10.0,41.0,33.0,16,88,49,0,1
65.51552419409292,79.5979740258318,91.13776035776289,2.2015091125335067,0.22889769356582493,0.22886717313695032,12.056959704451938,0.2485487052256287,0.015939786669807905,0.0,98.62199393810583,1.7990104487672016,10.0,66.0,80.0,16,89,51,0,1
103.87992889094302,104.64848143736488,71.30703240501677,1.693061971334753,0.23982209208437733,0.23986232402055382,9.863132875933603,0.2030008833985465,0.008551100612286625,0.0,58.35051471567293,1.4668709367536037,10.0,104.0,105.0,17,90,72,1,1
77.09879412753443,35.74200928590721,57.36675725690447,2.444412776314695,0.26305009816885755,0.2630713995560296,8.743300148419735,0.17983022165457543,0.007622545047402996,0.0,50.64327054734692,1.2986960426284495,10.0,77.0,36.0,17,91,53,1,1
71.09259978456531,92.51838520759011,164.47294852912765,2.186127162127945,0.14028419608258405,0.14034690115858306,13.262647710074772,0.2736753290347385,0.003304160336147514,0.0,301.904722480413,1.9812576254677974,10.0,71.0,92.0,17,92,52,1,1
39.05998319690964,10.35973635342914,48.212970659713314,1.9560236709971346,0.29293402660718526,0.2931535723245841,8.154363612141902,0.16766680854577287,0.008891603040152246,0.0,50.15724942920037,1.211969790520986,10.0,39.0,11.0,17,93,55,0,1
42.42619007977919,63.71007980887924,62.90021425018984,2.652675404557765,0.30859581835005034,0.3085403789078579,11.302378458406816,0.23285652271773993,0.04055391578202157,0.0,56.21377884841775,1.6842071698681491,10.0,42.0,64.0,17,94,50,1,1
65.17172871544734,78.5888227732643,97.95914328552976,2.1589958233854545,0.2125110571680585,0.21255887605193705,12.050019381221919,0.24840037466350576,0.01180882004313321,0.0,191.45172818927924,1.7968170399984125,10.0,65.0,79.0,17,95,51,1,1
41.18585307663172,7.810902048518006,59.00894976530818,1.6549986760771178,0.2613319014320512,0.261332452719614,8.964692926970358,0.18440716618435687,0.008208155863130095,0.0,60.12122897768525,1.3318228906136254,10.0,41.0,8.0,18,96,55,1,1
75.99668206283413,35.90318764137337,48.0138415258625,2.488619113275309,0.35878622725734943,0.3587902758103403,10.150546899172411,0.20895363761093502,0.048025462418898976,0.0,26.359019760879896,1.5094309439663778,10.0,76.0,36.0,18,97,53,1,1
101.79573783294042,104.55947317435158,93.47238469710246,1.9273944995473318,0.14467535715711624,0.1447465604474964,7.82732647214684,0.16091443279121134,0.0004484938287810288,0.0,268.7090520047994,1.16282981966673,10.0,102.0,104.0,18,98,72,1,1
37.71058659735628,34.573045727398714,42.19614908209861,1.9283305270187328,0.34442960202723055,0.3444899872472964,8.434360180157748,0.17344831113359593,0.01941957002046453,0.0,23.599052139455114,1.2532606720548696,10.0,38.0,35.0,19,99,54,0,1
44.99667585224299,9.159115784907272,51.00116858418778,1.7756255525397475,0.27652314473594664,0.2765328834191476,8.205281149245918,0.1687139989854247,0.007210613612172983,0.0,60.295522880886075,1.218029918051983,10.0,45.0,9.0,19,100,55,1,1
49.62321643263466,47.59064951743359,52.84559096985668,2.0202336706064803,0.243963958476088,0.24406970529192532,7.463028793548577,0.15339891295329913,0.002997857776002591,0.0,76.95181479737411,1.1089446970017343,10.0,50.0,47.0,19,101,57,0,1
63.79551910411463,68.40404829199855,59.56046864972355,2.5016373884354666,0.282827087923541,0.28288343874831456,9.744680923819276,0.20054864418615445,0.015763729137557626,0.0,55.014465319394844,1.449379848521146,10.0,64.0,68.0,19,102,61,0,1
70.00560372557148,89.89457462735004,80.32694716196464,2.178909090407495,0.21586508826990378,0.21586786463140464,10.106227295752978,0.20803523806102656,0.006183318537053937,0.0,82.89210313815629,1.5027775851503709,10.0,70.0,90.0,19,103,62,0,1
103.19257165658297,101.64636113361071,83.45035412777386,1.9668491876538503,0.20290824102688965,0.20293718772441655,9.793895051788178,0.20156724668908593,0.004260012732450056,0.0,121.07988048412852,1.4565867419233576,10.0,103.0,102.0,19,104,72,1,1
127.86163457754725,67.38603208009812,164.0300769854339,2.4610339953290232,0.14454134125768928,0.14457081279198356,13.688217981400712,0.28256080778611925,0.004225181391750855,0.0,414.4913163659459,2.0452740210049103,10.0,128.0,67.0,19,105,65,0,1
128.01412084345463,67.55441326560133,105.54028089862429,2.264414802799655,0.18955583685934058,0.18961524300199814,11.640293460428216,0.23987799063023227,0.006503963266544078,0.0,156.9611633258063,1.7348577390908828,10.0,128.0,68.0,20,106,65,1,1
104.30311231140955,98.85987047569846,56.57307335182381,1.9674720052476482,0.2633869486440397,0.2633566233285973,8.72585125409608,0.17946997942686588,0.007599220493875013,0.0,75.02988686492057,1.2962366232439861,10.0,104.0,99.0,20,107,72,1,1
76.64115983257662,35.66515689434091,48.3550540369548,2.514793469948182,0.36206601438622754,0.36205405236993415,10.24536057960731,0.21092178932253766,0.051767310183553766,0.0,21.469034749042194,1.5247154153909892,10.0,77.0,36.0,20,108,60,0,1
42.10072305098984,63.52406644852648,61.912143526998996,2.3746855140909293,0.2906281920631697,0.29073036531128216,10.521064495151919,0.21663844966404833,0.02393385793171834,0.0,60.21852016517495,1.5662778263630288,10.0,42.0,64.0,20,109,56,0,1
64.60347461797099,67.77942548495375,69.02028898955972,2.5094689619171313,0.29298298185981436,0.292930014854816,11.715674111099688,0.24144540336391818,0.03806097617418677,0.0,52.20363661105679,1.7462868959689393,10.0,65.0,68.0,20,110,61,1,1
47.325962856060876,44.44215064999439,75.46882959723865,1.8477295342030067,0.2519934426031755,0.252032741529361,11.039042999713862,0.22738802301099653,0.01641357313806649,0.0,99.7635095417582,1.6446593539813235,10.0,47.0,44.0,20,111,57,1,1
70.37331917125118,92.62849035478769,120.52325229656165,2.060163960975586,0.20044094099763332,0.20044053320601854,13.936789617120779,0.28775988067519986,0.016807712081732824,0.0,180.08789624643168,2.0838726498422298,10.0,70.0,93.0,20,112,62,1,1
103.09115303490265,97.7328653253197,75.58309429589232,1.9274116612381307,0.22793255121468442,0.2279551883624062,10.00904862164148,0.20602272650976458,0.007398029286150132,0.0,62.52823873357164,1.4885202390123098,10.0,103.0,98.0,21,113,72,1,1
17.321461278623726,93.29504813028402,68.08182897344143,2.073517920243033,0.22800547767522905,0.22800021712264695,8.998022661813424,0.18509785486406033,0.004831129562493731,0.0,69.95265615466766,1.3373503645297853,10.0,17.0,93.0,21,114,58,0,1
